1,20000,947.80,5.628e+00
1,20000,947.74,5.628e+00
1,20000,947.71,5.628e+00
1,20000,947.71,5.628e+00
1,20000,947.77,5.628e+00
1,20000,947.74,5.628e+00
1,20000,947.77,5.628e+00
1,20000,947.71,5.628e+00
1,20000,947.77,5.628e+00
1,20000,947.72,5.628e+00
1,20000,947.75,5.628e+00
1,20000,947.70,5.628e+00
1,20000,947.57,5.629e+00
1,20000,947.53,5.629e+00
1,20000,947.87,5.627e+00
1,20000,947.80,5.628e+00
1,20000,947.88,5.627e+00
1,20000,947.80,5.628e+00
2,28000,1317.82,1.111e+01
2,28000,1316.94,1.111e+01
2,28000,1317.25,1.111e+01
2,28000,1317.23,1.111e+01
2,28000,1317.17,1.111e+01
2,28000,1316.99,1.111e+01
2,28000,1317.51,1.111e+01
2,28000,1317.20,1.111e+01
2,28000,1317.27,1.111e+01
2,28000,1317.26,1.111e+01
2,28000,1317.60,1.111e+01
2,28000,1317.79,1.111e+01
2,28000,1317.60,1.111e+01
2,28000,1317.48,1.111e+01
2,28000,1317.48,1.111e+01
2,28000,1317.46,1.111e+01
2,28000,1317.47,1.111e+01
2,28000,1317.46,1.111e+01
4,40000,1959.10,2.178e+01
4,40000,1958.70,2.178e+01
4,40000,1958.54,2.179e+01
4,40000,1958.53,2.179e+01
4,40000,1958.65,2.178e+01
4,40000,1958.42,2.179e+01
4,40000,1958.60,2.179e+01
4,40000,1958.36,2.179e+01
4,40000,1958.58,2.179e+01
4,40000,1958.29,2.179e+01
4,40000,1958.24,2.179e+01
4,40000,1958.18,2.179e+01
4,40000,1958.48,2.179e+01
4,40000,1958.09,2.179e+01
4,40000,1958.30,2.179e+01
4,40000,1958.24,2.179e+01
4,40000,1958.17,2.179e+01
4,40000,1958.21,2.179e+01
8,55000,2596.17,4.272e+01
8,55000,2595.85,4.273e+01
8,55000,2595.93,4.273e+01
8,55000,2595.43,4.274e+01
8,55000,2595.55,4.274e+01
8,55000,2595.22,4.274e+01
8,55000,2595.62,4.273e+01
8,55000,2595.28,4.274e+01
8,55000,2595.74,4.273e+01
8,55000,2595.19,4.274e+01
8,55000,2595.35,4.274e+01
8,55000,2594.99,4.274e+01
8,55000,2595.16,4.274e+01
8,55000,2595.13,4.274e+01
8,55000,2595.43,4.274e+01
8,55000,2594.99,4.274e+01
8,55000,2595.41,4.274e+01
8,55000,2595.22,4.274e+01
16,80000,3985.02,8.566e+01
16,80000,3963.16,8.613e+01
16,80000,3993.34,8.548e+01
16,80000,3967.34,8.604e+01
16,80000,3979.32,8.578e+01
16,80000,3978.58,8.580e+01
16,80000,3978.19,8.580e+01
16,80000,3985.17,8.565e+01
16,80000,3977.80,8.581e+01
16,80000,3971.10,8.596e+01
16,80000,3970.95,8.596e+01
16,80000,3974.41,8.589e+01
16,80000,3990.25,8.554e+01
16,80000,3982.18,8.572e+01
16,80000,3975.78,8.586e+01
16,80000,3975.24,8.587e+01
16,80000,3979.09,8.578e+01
16,80000,3974.87,8.588e+01
24,98000,4906.87,1.279e+02
24,98000,4908.79,1.278e+02
24,98000,4907.68,1.279e+02
24,98000,4905.10,1.279e+02
24,98000,4900.07,1.281e+02
24,98000,4912.27,1.277e+02
24,98000,4904.85,1.279e+02
24,98000,4897.22,1.281e+02
24,98000,4898.96,1.281e+02
24,98000,4910.25,1.278e+02
24,98000,4913.89,1.277e+02
24,98000,4900.86,1.280e+02
24,98000,4906.91,1.279e+02
24,98000,4902.95,1.280e+02
24,98000,4905.43,1.279e+02
24,98000,4911.11,1.278e+02
24,98000,4912.72,1.277e+02
24,98000,4908.35,1.278e+02
32,113000,5775.39,1.666e+02
32,113000,5837.84,1.648e+02
32,113000,5845.90,1.646e+02
32,113000,5864.85,1.640e+02
32,113000,5835.71,1.648e+02
32,113000,5927.51,1.623e+02
32,113000,5782.69,1.663e+02
32,113000,5853.12,1.643e+02
32,113000,5850.61,1.644e+02
32,113000,5911.86,1.627e+02
32,113000,5888.10,1.634e+02
32,113000,5849.15,1.645e+02
32,113000,5838.55,1.648e+02
32,113000,5813.28,1.655e+02
32,113000,5857.76,1.642e+02
32,113000,5858.54,1.642e+02
32,113000,5861.37,1.641e+02
32,113000,5826.40,1.651e+02
40,126000,6447.53,2.068e+02
40,126000,6459.41,2.065e+02
40,126000,6420.18,2.077e+02
40,126000,6483.14,2.057e+02
40,126000,6507.99,2.049e+02
40,126000,6489.53,2.055e+02
40,126000,6413.44,2.079e+02
40,126000,6497.09,2.053e+02
40,126000,6501.33,2.051e+02
40,126000,6507.93,2.049e+02
40,126000,6479.78,2.058e+02
40,126000,6470.33,2.061e+02
40,126000,6404.14,2.082e+02
40,126000,6510.68,2.048e+02
40,126000,6398.17,2.084e+02
40,126000,6383.82,2.089e+02
40,126000,6419.50,2.077e+02
40,126000,6482.68,2.057e+02
48,139000,7297.06,2.454e+02
48,139000,7272.07,2.462e+02
48,139000,7294.80,2.454e+02
48,139000,7319.01,2.446e+02
48,139000,7279.04,2.460e+02
48,139000,7352.41,2.435e+02
48,139000,7299.09,2.453e+02
48,139000,7288.79,2.456e+02
48,139000,7283.81,2.458e+02
48,139000,7303.08,2.452e+02
48,139000,7282.59,2.459e+02
48,139000,7326.19,2.444e+02
48,139000,7329.99,2.443e+02
48,139000,7308.10,2.450e+02
48,139000,7329.27,2.443e+02
48,139000,7264.47,2.465e+02
48,139000,7329.70,2.443e+02
48,139000,7310.44,2.449e+02
